isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,description_length,book_age,tag_clean
9780786291960,0786291966,The Discomfort Zone,A Personal History,Jonathan Franzen,Biography & Autobiography,https://books.google.com/books/content?id=2RyV8yGaSh8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author describes growing up in a family of all boys in Webster Groves, Missouri, reflecting on such topics as the dynamics of a Christian youth fellowship, his role as the school prankster, his marriage, and the life lessons he has learned from birds.",2007,4.5,328.0,,44,19,biography & autobiography
9780786409716,0786409711,Running Through the Ages,,Edward Seldon Sears,Runners (Sports),https://books.google.com/books/content?id=FJRVnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Throughout most of human history, running was necessary for survival. In present times, it has become an ever-popular way to promote physical fitness. This work takes a close look at the history of running from the era when running was a survival skill to the contemporary age, when people run for enjoyment. Questions such as why the Greeks considered swiftness of foot the most highly prized quality and why we run counterclockwise around a track are answered in this in-depth history that also includes anecdotes and legends about the history and lore of running. The author pays special attention to great runners, both for their performances and for what contemporary sports writers and fellow athletes thought of them.",2001,4.5,298.0,,118,25,runners (sports)
9780786414123,078641412X,Strategic Bombing by the United States in World War II,The Myths and the Facts,Stewart Halsey Ross,History,https://books.google.com/books/content?id=Zyu1CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The United States relied heavily on bombing to defeat the Germans and the Japanese in World War II, and air raids were touted as ""precision"" bombing in American propaganda. But was precision possible over cloud-covered Europe or a darkened Japanese countryside? Could the vaunted Norden optical bombsight in fact ""drop bombs into pickle barrels"" as advertised? Were the American aircrews well trained and well protected? How good were their airplanes? What were the results of the costly raids? This work sets suppositions against facts surrounding the United States' use of strategic bombing in World War II. Chapters cover the events leading up to World War II; the start of the war; the seers and the planners; the airplanes, bombs, bombsights, and aircrews; the planes Germany used to defend itself against American planes; the five cities (Hamburg, Dresden, Tokyo, Hiroshima, and Nagasaki) that experienced the most destruction; and the U.S. Strategic Bombing Survey of the damage done by aerial bombing. The book also probes the government's myth-building statements that supported America's view of itself as a uniquely humanitarian nation, and analyzes the role played by interservice rivalry--""battleship admirals"" against ""bomber generals.""",2002,4.5,255.0,,190,24,history
9780786418367,0786418362,The American Martial Arts Film,,M. Ray Lott,Performing Arts,https://books.google.com/books/content?id=3r0yDJcHYtYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""This history of American martial arts films, from major features to direct-to-video releases, begins with an overview of the martial arts in America, then moves on to discuss early trend-setting movies; the influence of Chinese kung fu film imports; martial arts on television; the explosive growth of the genre in the 80s; and recent releases, trends, and the direction of English-language martial arts movies. There is a selected filmography of 300 movies.""--BOOK JACKET.",2004,4.5,238.0,,73,22,performing arts
9780786423910,0786423919,The 'Arry Ballads,An Annotated Collection of the Verse Letters by Punch Editor E.J. Milliken,Patricia Marks,Literary Criticism,https://books.google.com/books/content?id=YHXszK9qWW8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The romantic notion of the Cockney, the shrewd and slangy common man coming from nowhere and surviving by his wits, is best exemplified by E.J. Milliken's character 'Arry and the verse letters or ballads he writes. The letters and stories, as well as the character of 'Arry, were Milliken's vehicles for social criticism, namely the intolerance shown by the aristocracy. Those letters, colorful additions to Victorian history and humor, tell the story of 'Arry, a commoner who is enamored of the social hierarchy, and who is keenly aware how close the top and bottom rungs are. Central to the themes is the Cockney whose pride is his dialect. Confidence in the face of the class system and withering social criticism make Milliken's 'Arry ballads memorable. This work analyzes the Cockney ballads and contains extensive annotations. Each chapter is dedicated to a facet of the everyday life of the common man in Victorian England, including entertainment, travel, and politics. Each is prefaced with a short analytical history of the period which also places the letters in context.",2006,4.5,205.0,,176,20,literary criticism
9780786443505,0786443502,Silent Mystery and Detective Movies,A Comprehensive Filmography,Ken Wlaschin,Performing Arts,https://books.google.com/books/content?id=U5UZDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The silent film era was known in part for its cliffhanger serials and air of suspense that kept audiences returning to theaters week after week. Icons such as Douglas Fairbanks, Laurel and Hardy, Lon Chaney and Harry Houdini were among those who graced the dark and shadowy screen. This reference guide to silent films with mystery and detective content lists more than 1,500 titles in one of entertainment's most popular and enduring genres. While most of the films examined are from North America, mystery films from around the world are included.",2009,4.5,293.0,,91,17,performing arts
9780786457403,0786457406,A/V A to Z,"An Encyclopedic Dictionary of Media, Entertainment and Other Audiovisual Terms",Richard W. Kroon,Performing Arts,https://books.google.com/books/content?id=HjmNAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Defining more than 10,000 words and phrases from everyday slang to technical terms and concepts, this dictionary of the audiovisual language embraces more than 50 subject areas within film, television, and home entertainment. It includes terms from the complete lifecycle of an audiovisual work from initial concept through commercial presentation in all the major distribution channels including theatrical exhibition, television broadcast, home entertainment, and mobile media. The dictionary definitions are augmented by more than 700 illustrations, 1,600 etymologies, and nearly 2,000 encyclopedic entries that provide illuminating anecdotes, historical perspective, and clarifying details.",2010,4.5,773.0,,92,16,performing arts
9780786704927,0786704926,Suicide and Attempted Suicide,Methods and Consequences,Geo Stone,Psychology,https://books.google.com/books/content?id=cBOLQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A brave, compassionate, and ethical study examines the methods, unforeseen results, and other alternatives to suicide and discusses such topics as the psychological makeup of suicidal people, ways to prevent suicide, the comfort care and hospice care available for those who disable themselves, and more.",1999,4.0,480.0,1.0,45,27,psychology
9780786705740,0786705744,The Big Book of Noir,,Lee Server;Edward Gorman,Fiction,https://books.google.com/books/content?id=f2nGQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A compendium of articles and interviews about film noir and its spin-offs--novels, TV and radio shows, and comic books--pays homage to the leading actors and writers of the genre and includes an essay by Stephen King. Original. 20,000 first printing.",1998,4.5,386.0,,40,28,fiction
9780786707904,0786707909,The Mammoth Book of Locked-Room Mysteries and Impossible Crimes,,Mike Ashley,Fiction,https://books.google.com/books/content?id=Ng3IGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This new collection of baffling crime tales includes 29 perplexing tales, many in print for the first time, from Michael Collins, Peter Lovesay, Susanna Gregory, and others.",2000,4.5,532.0,,27,26,fiction
9780786710270,0786710276,The Revenant,,Michael Punke,Fiction,https://books.google.com/books/content?id=dbC5uQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A story of survival on the American frontier chronicles the exploits of fur trapper Hugh Glass, who is attacked by a grizzly bear and left for dead by his fellow trappers, but survives and treks through the wilderness to seek justice.",2002,4.5,262.0,,41,24,fiction
9780786714247,0786714247,The Passion of My Times,An Advocate's Fifty-year Journey in the Civil Rights Movement,William L. Taylor,Biography & Autobiography,https://books.google.com/books/content?id=B3HvmPI1ORgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Honoring the fiftieth anniversary of Brown v. Board of Education, a leading civil rights advocate and author of the historic Supreme Court brief recounts the triumphs, tragedies, setbacks, and continuing challenges of the civil rights movement.",2004,4.5,251.0,,36,22,biography & autobiography
9780786721870,0786721871,Multiple Intelligences,New Horizons in Theory and Practice,Howard E Gardner,Psychology,https://books.google.com/books/content?id=8K54fg6YU4EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The most complete account of the theory and application of Multiple Intelligences available anywhere. Howard Gardner's brilliant conception of individual competence, known as Multiple Intelligences theory, has changed the face of education. Tens of thousands of educators, parents, and researchers have explored the practical implications and applications of this powerful notion, that there is not one type of intelligence but several, ranging from musical intelligence to the intelligence involved in self-understanding. Multiple Intelligences distills nearly three decades of research on Multiple Intelligences theory and practice, covering its central arguments and numerous developments since its introduction in 1983. Gardner includes discussions of global applications, Multiple Intelligences in the workplace, an assessment of Multiple Intelligences practice in the current conservative educational climate, new evidence about brain functioning, and much more.",2008,4.5,315.0,,128,18,psychology
9780786722518,0786722517,Not To People Like Us,Hidden Abuse In Upscale Marriages,Susan Weitzman,Social Science,https://books.google.com/books/content?id=iHr24QnnbH8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This important book brings the ignored population of abused upper-income women to light, revealing for the first time the depth and severity of ""upscale abuse"" How is it possible for a highly educated woman with a career and resources of her own to stay in a marriage with an abusive husband? How can a man be considered a pillar of his community, run a successful business and regularly give his wife a black eye? That we can even ask these startling questions proves how convinced we are that domestic abuse is restricted to the lower classes. In ""Not to People Like Us"" psychotherapist Susan Weitzman dramatically challenges this assumption. It is the first book to explore a previously overlooked population of emotionally and physically battered wives-the upper-educated and upper-income women, who rarely report abuse and remain trapped by their own silence. Weitzman draws on an in-depth study to document the shocking nature and incidence of abuse among the wives of professors, physicians and CEOs-many of them professionals and executives themselves. With keen insight and profound sensitivity, she reveals the unique path taken by the upscale wife-the early warning signs, the dilemmas and decisions, the dangerous desire to cover up and maintain appearances. The first book to condemn the legal and social service system for failing to recognize domestic violence among upper-income families, ""Not to People Like Us"" offers crucial information to help women find their way out of abusive relationships and toward safety and independence.",2008,4.0,302.0,1.0,245,18,social science
9780786755066,0786755067,The Montague Scandal,A Regency Romance,Judith Harkness,Fiction,https://books.google.com/books/content?id=H3TnnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jane Austen fans will delight in the reissue of this classic Regency Romance by Judith Harkness. With a light touch and witty eye for human foibles, Harkness paints the fashionable world of Regency England, when styles were dictated by Beau Brummel, the Duchess of Devonshire held court, and dandies paraded in their phaetons and four. Groomed by their mamas to capture the hearts of the most eligible bachelors of the day, fashionable young ladies passed the Season at Bath, where they were presented at the Assembly Rooms in all their finery and feathers. Lady Rosalind Arden, daughter of the late Lord Iseleigh, has come to Bath for the Season, too, and it is her intention to capture a great fortune -- though not for her own sake. Obstacles continue to spring up in her way, however, most critically in the form of her own heart’s refusal to cooperate in her pursuit of fortune, at the expense of love. There is, for instance, the maddening and mysterious Peter Grey, who dares to challenge one of the greatest rakes in all England, immensely rich, dashing Reginald Darnley, intimate of the Prince. And what of Maude Quimby, the heartbreaking invalid, quietly suffering in her shabby rooms far from the fashionable center of Bath? Will the young earl succeed in his ambition to save his sister from a disastrous alliance, or will Roselind, innocent as she seems, astonish the world with her stubbornness and courage? The key to all their happiness lies in what has become known as the Montague Scandal, and with the revelation of the truth of that sordid affair, the secret to all their futures rests. Brimming with period detail, The Montague Scandal will delight readers craving a good, old-fashioned romantic caper in the tradition of Jane Austen and Georgette Heyer. Judith Harkness is the author of five classic Regency Romances: The Montague Scandal, The Admiral’s Daughter, The Determined Bachelor, Contrary Cousins, and Lady Charlotte’s Ruse, all originally published by Signet. She is the co-author of a screenplay, EMMA in New York, an updated version of the classic Jane Austen novel set in contemporary Manhattan. As J.H. Richardson, she writes non-fiction on subjects ranging from children with learning and developmental issues to profiles of notable creative artists. She lives in Rhode Island with her husband, Will Taft. Judith Harkness writes funny and highly literate Regencies, which, like the best of any genre, manage to transcend the ordinary. In particular, she channels Jane Austen in this amusing romance. --Carla Sarett, Ph.D. Author of “Nine Romantic Stories”",2014,4.5,286.0,,424,12,fiction
9780786755080,0786755083,The Admiral's Daughter,A Regency Classic,Judith Harkness,Regency fiction,https://books.google.com/books/content?id=cErungEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ever since she could remember, Maggie Trevor had heard her dead mother's aristocratic family dismissed as autocratic and cruel by her doting father. But when Admiral Trevor unexpectedly sends her off to visit the new scion of that very family, the arrogant Lord Ramblay, Maggie has reason to harbor her own suspicions about her cousins. Lord Ramblay's icy, unfeeling manner and mysterious disappearances is in complete contrast to his stated desire to take care of his young cousin. And when gallant Captain Morrisson, whose welcome attentions and helpful assistance have made Maggie's entrance into London society so much more pleasurable, alludes to a sordid affair in the Viscount's past, Maggie is more sure than ever of his sinister intentions. Soon Maggie is in a whirlwind of suspense, left with no one but herself to trust, and no heart but her own to obey.",2014,4.5,298.0,,143,12,regency fiction
9780786755103,0786755105,The Determined Bachelor,,Judith Harkness,Regency romance,https://via.placeholder.com/128x192.png?text=No+Cover,"HISTORICAL MYSTERIES. A COUNTERFEIT GOVERNESS Anne Calder was a headstrong young woman bent on earning her own living as novelist, preferably in London. Before she could follow her first successful book with a second, however, Anne had to find an entree into London society. And what better method than to assume the guise of a governess and secure employment with Sir Basil Ives, the noted statesman and diplomat? Chaperoning his ward allowed Anne to mingle with the upper crust while closely observing Sir Basil himself. Handsome, arrogant, icily formal, and sought after by every London hostess, Sir Basil would make a perfect character for her next novel ... But Anne's amusing little masquerade soon became a more serious affair as she fell under the spell of Sir Basil, who, as everyone knew, was not the marrying kind ... Fans of Jane Austen and Georgette Heyer will delight in the reissue of another classic Regency Romance by Judith Harkness.",2014,4.5,298.0,,158,12,regency romance
9780786856299,0786856297,"The Percy Jackson and the Olympians, Book One: Lightning Thief",,Rick Riordan,Juvenile Fiction,https://books.google.com/books/content?id=hdLKvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Percy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. And lately, being away at boarding school is only getting worse-Percy could have sworn his pre-algebra teacher turned into a monster and tried to kill him. When Percy's mom finds out, she knows it's time that he knew the truth about where he came from, and that he go to the one place he'll be safe. She sends Percy to Camp Half Blood, a summer camp for demigods (on Long Island), where he learns that the father he never knew is Poseidon, God of the Sea. Soon a mystery unfolds and together with his friends -- one a satyr and the other the demigod daughter of Athena -- Percy sets out on a quest across the United States to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.",2005,5.0,384.0,1.0,159,21,juvenile fiction
9780786861323,0786861320,The Wall Street Journal Lifetime Guide to Money,Strategies for Managing Your Finances,Staff of the Wall St Journal,Business & Economics,https://books.google.com/books/content?id=Z1NnQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A comprehensive guide to money management provides organized, up-to-date information and advice that highlights major age groups and addresses such topics as building a stock portfolio, taxes, managing debt, loans, and lines of credit.",1997,4.5,298.0,,34,29,business & economics
9780786887019,078688701X,Ho Chi Minh,A Life,William J. Duiker,Biography & Autobiography,https://books.google.com/books/content?id=G7y33EI-NQ4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The magisterial and authoritative biography of one of the towering and mysterious figures of the twentieth century. Ho Chi Minh's epic life helped shape the twentieth century. But never before has he been the subject of a major biography. Now William Duiker has compiled an astonishing work of history that fills this immense void. A New York Times Notable Book and one of the Los Angeles Times Best Books of 2000 -- now in paperback!,2001,4.5,760.0,,75,25,biography & autobiography
9780786930937,0786930934,The Nightmare Lands,,Margaret Weis;Tracy Hickman,Juvenile Fiction,https://books.google.com/books/content?id=9cvcAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The next Dragonlance novel in the trilogy that launched the entire Dragonlance line, Dragons of Winter Night has been adapted to a format specifically targeted at young readers. The novel has been divided into two volumes, The Nightmare Lands and To the Gates of Palanthas, that are sized to fit the young reader market. These titles contain brand new cover art and interior art and are a continuation of the overall young reader adaptation of the entire Dragonlance Chronicles trilogy.",2003,4.5,247.0,,80,23,juvenile fiction
9780786931934,0786931930,The Search for Power,Dragons of the War of Souls,Margaret Weis,Fiction,https://books.google.com/books/content?id=zdriHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An anthology of short fiction captures the world of the diverse dragons of Krynn, along with the dragon-slayers and magic users who study the powerful creatures.",2004,4.5,335.0,,26,22,fiction
9780786933945,0786933941,Realms of the Dragons,The Year of Rogue Dragons,Philip Athans;Paul S. Kemp;Edward Bolme,Juvenile Fiction,https://books.google.com/books/content?id=5OyFNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An anthology of fantasy tales featuring dragons includes stories by Ed Greenwood, Thomas M. Reid, Keith Francis Strohm, Dave Gross, and Lisa Smedman.",2004,4.5,371.0,,23,22,juvenile fiction
9780786935789,0786935782,Dragon Sword,,Ree Soesbee;Vinod Rams,Juvenile Fiction,https://books.google.com/books/content?id=PhCoGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Released from Maddoc's spell, Asvoria must reclaim her magic sword, but Davyn and his friends must locate the sword first to stop Asvoria and free Nearra.",2005,5.0,242.0,1.0,26,21,juvenile fiction
9780786937448,0786937440,Dragon Spell,,Jeff Sampson,Fiction,https://books.google.com/books/content?id=ersfHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Asvoria begins to transform herself into a dragon to become the tyrannical ruler of Krynn, and if the Companions cannot stop her, Nearra's soul will be destroyed.",2005,5.0,239.0,1.0,27,21,fiction
9780786943333,0786943335,Dragons of the Highlord Skies,,Margaret Weis;Tracy Hickman,Dragons,https://books.google.com/books/content?id=xz3wPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Seeking a dragon orb rescued from the Tower of High Sorcery in Planathus by an elven wizard before its fall to the forces of the Kingpriest, the Dragon Highlord Ariakas assigns the task of retrieving it to Kitiara Uth-Matar.",2007,4.5,456.0,,39,19,dragons
9780786943555,0786943556,Horses in the Wind,,Candice F. Ransom,Fiction,https://books.google.com/books/content?id=cmPzl7UJXJIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When the magical spyglass transports the three Chapman children to 1938 Maryland, they attend the race between two champion racehorses--War Admiral , the high-spirited favorite, and Seabiscuit, the western underdog.",2007,4.5,134.0,,30,19,fiction
9780787305826,0787305820,"The Inventions, Researches and Writings of Nikola Tesla",With Special Reference to His Work in Polyphase Currents and High Potential Lighting,Thomas Commerford Martin,Biography & Autobiography,https://books.google.com/books/content?id=oSYnQRVTKoAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1894 with special reference to his work in polyphase currents and high potential lighting. Contents: Ployphase Currents; Biographical & Introductory; a New System of Alternating Current Motors & Transformers; Tesla Rotating Magnetic Field; Modifica.,1970,4.5,516.0,,34,56,biography & autobiography
9780787620349,0787620343,Contemporary Authors New Revision,,Daniel Jones,Biography & Autobiography,https://books.google.com/books/content?id=42wnOL-JmcUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This volume of Contemporary Authors(R) New Revision Series brings you up-to-date information on approximately 250 writers. Editors have scoured dozens of leading journals, magazines, newspapers and online sources in search of the latest news and criticism. Writers appearing in this volume include: Martin Amis Jose Donoso Thor Heyerdahl Katie Roiphe",1999,4.5,468.0,,50,27,biography & autobiography
9780787638573,0787638579,Video Source Book,A Videohound Reference,Gale Group,Performing Arts,https://books.google.com/books/content?id=cp5YAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A guide to programs currently available on video in the areas of movies/entertainment, general interest/education, sports/recreation, fine arts, health/science, business/industry, children/juvenile, how-to/instruction.",1999,4.5,462.0,,22,27,performing arts
9780787646264,0787646261,Contemporary Literary Criticism,,Jeffery Hunter,Literary Criticism,https://books.google.com/books/content?id=8xv41AdTrjQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Each volume profiles about six to eight novelists, poets, playwrights, short story writers, and other creative and nonfiction writers who are currently active or who died after Dec. 31, 1999. A biographical and critical introduction to each author prefaces a collection of reprinted critical essays and reviews. A cumulative title index to the entire series is available separately (included in subscription).",2001,4.5,476.0,,61,25,literary criticism
9780787648008,0787648000,What Do Children and Young Adults Read Next?,"A Reader's Guide to Fiction for Children and Young Adults, Volume 5",Janis Ansell;Pam Spencer Holley,Juvenile Nonfiction,https://books.google.com/books/content?id=557C44t41REC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Lists books by subject and title and recommends what book children and young adults should read next based on their previous likes and dislikes.,2002,4.5,754.0,,24,24,juvenile nonfiction
9780787652951,0787652954,What Do I Read Next? 2002,,Neil Barron;Gale Group,Language Arts & Disciplines,https://books.google.com/books/content?id=8GHlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"By identifying similarities in various books, this annual selection guide helps readers to independently choose titles of interest published in the last year.Each entry describes a separate book, listing everything readers need to know to make selections. Arranged by author within six genre sections, detailed entries provide: Title Publisher and publication dateSeriesNames and descriptions of charactersTime period and geographical settingReview citationsStory typesBrief plot summarySelected other books by the authorSimilar books by different authorsAuthor, title, series, character name, character description, time period, geographic setting and genre/sub-genre indexes are included to facilitate research.",2002,4.5,710.0,,91,24,language arts & disciplines
9780787660222,0787660221,American Novelists Since World War II.,Seventh series,James Richard Giles;Wanda H. Giles,Biography & Autobiography,https://books.google.com/books/content?id=uKK4hDW2HykC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Contains biographical sketches of writers who either began writing novels after 1945 or have done their most important work since then.,2003,4.5,468.0,,21,23,biography & autobiography
9780787667184,0787667188,Contemporary Authors,,Tracey Watson,Biography & Autobiography,https://books.google.com/books/content?id=1GuvNSoG2WIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"These exciting and unique author profiles are essential to your holdings because sketches are entirely revised and up-to-date, and completely replace the original Contemporary Authors entries. A softcover cumulative index is published twice per year (included in subscription).",2004,4.5,476.0,,38,22,biography & autobiography
9780787674281,0787674281,The Gale Encyclopedia of Alternative Medicine,,Jacqueline L. Longe,Health & Fitness,https://books.google.com/books/content?id=x-pGAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Presents a four-volume alphabetically-arranged medical reference set that examines a variety of supplemental therapies and herbal remedies along with treatments for certain conditions and diseases.,2005,4.5,696.0,,25,21,health & fitness
9780787679637,0787679631,Contemporary Literary Criticism,,Jeffrey W. Hunter,Literary Criticism,https://books.google.com/books/content?id=gDztkVp3SAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Covers authors who are currently active or who died after December 31, 1959. Profiles novelists, poets, playwrights and other creative and nonfiction writers by providing criticism taken from books, magazines, literary reviews, newspapers and scholarly journals.",2004,4.5,500.0,,36,22,literary criticism
9780787688905,0787688908,Short Story Criticism,,Jessica Bomarito,Literary Criticism,https://books.google.com/books/content?id=tij8PWH4bgYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents literary criticism on the works of short-story writers of all nations, cultures, and time periods. Critical essays are selected from leading sources, including published journals, magazines, books, reviews, diaries, newspapers, pamphlets, and scholarly papers.",2006,4.5,488.0,,35,20,literary criticism
9780787689339,0787689335,"Twentieth Century Literary Criticism, Volume 179","Criticism of the Works of Novelists, Poets, Playwrights, Short Story Writers, and Other Creative Writers Who Lived Between 1900 and 1999, from the First Published Critical Appraisals to Current Evaluations",Thomas J. Schoenberg;Lawrence J. Trudeau,Biography & Autobiography,https://books.google.com/books/content?id=kvDtSfbJwkQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents literary criticism on the works of twentieth-century writers of all genres, nations, and cultures. Critical essays are selected from leading sources, including published journals, magazines, books, reviews, diaries, interviews, radio and television transcripts, pamphlets, and scholarly papers.",2006,4.5,480.0,,38,20,biography & autobiography
9780787690229,0787690228,What Do I Read Next?,,Neil Barron,Language Arts & Disciplines,https://books.google.com/books/content?id=02blAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"By identifying similarities in various books, this annual selection guide helps readers to independently choose titles of interest published in the last year.Each entry describes a separate book, listing everything readers need to know to make selections. Arranged by author within six genre sections, detailed entries provide: Title Publisher and publication dateSeriesNames and descriptions of charactersTime period and geographical settingReview citationsStory typesBrief plot summarySelected other books by the authorSimilar books by different authorsAuthor, title, series, character name, character description, time period, geographic setting and genre/sub-genre indexes are included to facilitate research.",2005,4.5,744.0,,91,21,language arts & disciplines
9780787783358,0787783358,Kingdoms of Life - Plants (eBook),,Gina Hamilton,Nature,https://books.google.com/books/content?id=_eLJI5r6DRQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Milliken's Kingdoms of Life series is aligned with national science standards and reflects current teaching practices. Each book includes approximately 50 black and white reproducible pages, 12 full-color transparencies (print books) or PowerPoint slides (eBooks), comprehension questions and lab activities for each unit, an answer key, a glossary of bolded terms, a timeline of biological discovery, a laboratory safety guide, as well as a national standards correlation chart. Plants details the anatomy and behavior of this kingdom of multicellular eukaryotic, mostly photosynthetic organisms. They typically lack locomotion or obvious nervous or sensory organs, and possess cellulose cell walls.",2006,4.5,76.0,,98,20,nature
9780788165160,078816516X,Computer-Related Risks,,Peter Neumann,Unknown,https://via.placeholder.com/128x192.png?text=No+Cover,"This book is based on a remarkable collection of mishaps & oddities relating to computer technology. It considers what has gone wrong in the past, what is likely to go wrong in the future, & what can be done to minimize the occurrence of further problems. Many of the events described here have been discussed in the on-line computer newsgroup, the Forum on Risks to the Public in the Use of Computers & Related Systems, which the author has moderated since 1985, under the auspices of the ACM. Chapters include: the nature of risks, reliability & safety problem-being, a system-oriented perspective, & a human-oriented perspective.",1999,4.5,367.0,,105,27,unknown
9780789301161,0789301164,Elsa Schiaparelli,,François Baudot,Costume design,https://books.google.com/books/content?id=MwIFQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Born in Rome in 1890, Elsa Schiaparelli set up her first atelier in Paris in 1922. As one of the most extraordinary personalities of fashion between the world wars, her eccentric character, fiery temper, and sense of humor came to life in her surrealistic and baroque creations. This book presents the story of Schiaparelli's dazzling effect on haute couture. 60 illustrations.",1997,4.5,298.0,,61,29,costume design
9780789344106,0789344106,Chicken A to Z,"1,000 Recipes from Around the World",Mireille Sanchez,Cooking,https://books.google.com/books/content?id=5m99EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Named “Best Cookbook of the Year” at the 24th Annual Gourmand Awards, this is the only collection of chicken recipes any home cook will ever need. Celebrating chicken’s central place in the world’s culinary repertoire, this book gathers more than 1,000 recipes along with anecdotes, stories, and trivia from every continent. The recipes span the entire spectrum from family celebrations to intimate dinners and quick snacks to street food, and include variations from restaurant-style preparations to traditional home cooking. For the home cook, this book is a tireless source of inspiration for how to prepare chicken. Organized by region and country, each recipe comes with complementary recipes such as side dishes, sauces, condiments, or beverages, as well as alternate preparations and variations. Between the main recipes, their variations, and the sides, the book contains nearly 4,000 recipes. Of particular note is the marginalia that accompanies each recipe: historical anecdotes, information on particular chicken breeds or regional landraces, cultural information, and trivia—both serious as well as amusing. Domesticated long ago, the chicken—which can still be found in the wild in India—joined humankind in spreading across the globe. It is ubiquitous, but it is also a culinary star—truly indispensable.",2023,4.5,870.0,,197,3,cooking
9780789410818,0789410818,Take Charge!,A Woman's Life Guide,Angela Phillips,Health & Fitness,https://books.google.com/books/content?id=TAEDHCX7V30C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Take Charge! A Woman's Life offers a wealth of information and advice to help women cope with life's demands, solve problems, tackle everyday situations, and make choices. Presented in a clear, accessible format, this guide lets readers locate information on everything from health to relationships, from motherhood to job satisfaction. in full color.",1996,4.5,200.0,,53,30,health & fitness
9780789451774,0789451778,Complete Guide to Integrative Medicine,,David Peters;Anne Woodham,Health & Fitness,https://books.google.com/books/content?id=Ig1Q43orFRYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Shows how to utilize an integrated approach to health care that combines conventional and alternative methods and suggests hundreds of different ways to deal with forty common ailments.,2000,4.5,198.0,,28,26,health & fitness
9780789480316,078948031X,New Encyclopedia of Herbs & Their Uses,,Deni Bown,Alternative medicine,https://books.google.com/books/content?id=bYSBQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The most comprehensive illustrated encyclopedia of herbs yet produced. With a fresh, new A-Z format for easy reference, it lists the culinary and medicinal properties of each herb alongside all the information readers need to cultivate herbs in their own garden. 1,500 illustrations.",2001,4.5,298.0,,43,25,alternative medicine
