isbn13,title,authors,description,categories,tag_clean,thumbnail,average_rating,ratings_count,published_year,num_pages,description_length,book_age,joy,sadness,anger,fear,surprise,disgust,neutral,top_emotions
9780385491051,Surfacing,Margaret Atwood,"A woman searching for her missing father travels with her lover and another couple to a remote island in northern Quebec, where they encounter violence and death",Fiction,fiction,http://books.google.com/books/content?id=XGMhW46X2nEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.46,17504.0,1998,244.0,27,26,0.0011,0.0187,0.5023,0.2405,0.003,0.2214,0.013,"anger,fear"
9780385491082,Lady Oracle,Margaret Atwood,"A sardonic novel follows the bored wife of an anti-nuclear activist on a fantastic adventure from Canada to Italy, involving literary fame, a blackmailing reporter, menacing plots, passionate trysts, and life in death. Reissue.",Fiction,fiction,http://books.google.com/books/content?id=J5UjvQU2A5AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68,9250.0,1998,346.0,34,26,0.0256,0.8415,0.0117,0.0095,0.0033,0.0889,0.0195,"sadness,disgust"
9780385492164,The Girl in the Flammable Skirt,Aimee Bender,A darkly comic collection of stories features men and women whose lives are pulled into the bizarre by their erotic desires,Fiction,fiction,http://books.google.com/books/content?id=XkLhMA6NP9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.88,6441.0,1999,192.0,21,25,0.0637,0.1017,0.0091,0.5102,0.0389,0.2044,0.0719,"fear,disgust"
9780385492249,An Invisible Sign of My Own,Aimee Bender,"Mona Gray, a young second grade teacher who orders her universe with tidy numbers, finds chaos and romance with an odd new math teacher. A first novel. Reprint. 30,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=ZLRKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68,3624.0,2001,256.0,31,23,0.1887,0.0364,0.0257,0.007,0.0467,0.3383,0.3572,"neutral,disgust"
9780385493628,Fermat's Enigma,Simon Singh,"The story of Fermat's Last Theorem, devised by the seventeenth-century French mathematician Pierre de Fermat, recounts the struggles of three and a half centuries of scientists to devise a proof for it.",Mathematics,mathematics,http://books.google.com/books/content?id=wkJ6QaC90c0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24,18495.0,1997,315.0,32,27,0.0344,0.0631,0.0273,0.0366,0.0135,0.0343,0.7906,"neutral,sadness"
9780385494786,Into Thin Air,Jon Krakauer,"The author describes his spring 1996 trek to Mt. Everest, a disastrous expedition that claimed the lives of eight climbers, and explains why he survived",Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=lI_2H3GUulEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,327791.0,1999,368.0,25,25,0.009,0.1942,0.0119,0.647,0.0086,0.0727,0.0567,"fear,sadness"
9780385495172,The Mating Mind,Geoffrey Miller,"Drawing on the latest research in evolutionary biology, a groundbreaking study of the link between evolution and human sexuality argues that the development of the human brain can be linked to the need to attract and win sexual partners. Reprint. 10,000 first printing.",Psychology,psychology,http://books.google.com/books/content?id=pJfoKtG1n2wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,2057.0,2000,528.0,43,24,0.1097,0.0032,0.0091,0.0034,0.0364,0.0124,0.8257,"neutral,joy"
9780385495226,The Hot Zone,Richard Preston,"Describes how a strain of lethal virus showed up in 1989 at a Virginia laboratory, and relates the efforts of a military biohazard SWAT team to identify and contain the virus",Health & Fitness,health & fitness,http://books.google.com/books/content?id=KMvcl3wetnoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,80870.0,1994,352.0,31,30,0.0031,0.0032,0.0122,0.0119,0.0445,0.0506,0.8745,"neutral,disgust"
9780385495325,The Code Book,Simon Singh,"Includes a history of how codes have affected the world, from the World Wars to the death of Mary, Queen of Scots, and also looks at what the future holds for the field of cryptography.",History,history,http://books.google.com/books/content?id=skt7TrLK5uYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31,15078.0,2000,412.0,35,24,0.0048,0.0078,0.0044,0.0053,0.0113,0.0049,0.9615,"neutral,surprise"
9780385495547,Sailing the Wine-Dark Sea,Thomas Cahill,"Examines the remarkable legacy of the ancient Greeks, from the origins of Greek culture to the development of Western literature, drama, poetry, and philosophy to the Greek influence on human science, mathematics, and logic.",History,history,http://books.google.com/books/content?id=sS16vB0pjR0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77,2380.0,2004,352.0,34,20,0.0251,0.007,0.0096,0.0181,0.167,0.014,0.7592,"neutral,surprise"
9780385496094,Traveling Mercies,Anne Lamott,"Combining elements of spiritual study and memoir, the author describes her odyssey of faith, drawing on her own sometimes troubled past to explore the many ways in which faith sustains and guides one's daily life",Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=V3-GGMutrQEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,38829.0,2000,275.0,35,24,0.102,0.5863,0.0032,0.1197,0.0156,0.0146,0.1586,"sadness,neutral"
9780385497091,Thumbsucker,Walter Kirn,"A boy wracked with a serious oral fixation tries everything to break the cycle--sex, substance abuse, fly fishing, work, and religion--but nothing seems to work. Original. Tour.",Fiction,fiction,http://books.google.com/books/content?id=3vpaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.43,1187.0,1999,300.0,27,25,0.0016,0.5802,0.0794,0.0184,0.013,0.2204,0.0868,"sadness,disgust"
9780385497145,Waterfront,Phillip Lopate,"Suggests a series of exploratory walks around Manhattan's shoreline tours to offer insight into the history, myths, economy, ecology, and politics surrounding the Brooklyn Bridge and other public spaces and landmarks.",Literary Collections,literary collections,http://books.google.com/books/content?id=jOvUwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74,242.0,2005,450.0,31,19,0.0201,0.0043,0.006,0.0165,0.0232,0.0061,0.9238,"neutral,surprise"
9780385497398,D. B.,Elwood Reid,"A fictional account of a plane hijacking by American folk hero D. B. Cooper profiles him as a Vietnam veteran who drifts through the early 1970s counterculture before parachuting and disappearing from the 727 he has hijacked, and who is investigated years later by retired FBI agent Frank Marshall. Reprint.",Fiction,fiction,http://books.google.com/books/content?id=h_ZvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.26,52.0,2005,356.0,50,19,0.0043,0.0092,0.008,0.0323,0.029,0.0301,0.8873,"neutral,fear"
9780385503846,Moral Disorder,Margaret Atwood,"A new collection of short fiction presents ten stories that capture important moments in the course of a life and in the lives intertwined with it, in a volume that ranges from the 1930s to the 1980s, is set in a variety of locales, and includes such works as ""The Bad News,"" ""The Art of Cooking and Serving,"" ""My Last Duchess,"" ""The Boys at the Lab,"" and the title tale. 75,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=1RbbwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,7927.0,2006,255.0,73,18,0.0519,0.0063,0.0045,0.0017,0.0475,0.0046,0.8835,"neutral,joy"
9780385503952,Atonement,Unknown,"In 1935 England, thirteen-year-old Briony Tallis witnesses an event involving her sister Cecilia and her childhood friend Robbie Turner, and she becomes the victim of her own imagination, which leads her on a lifelong search for truth and absolution.",Fiction,fiction,https://via.placeholder.com/128x192.png?text=No+Cover,3.89,1539.0,2001,351.0,39,23,0.0044,0.0577,0.0751,0.0657,0.0121,0.5771,0.2078,"disgust,neutral"
9780385504218,The Da Vinci Code,Dan Brown,"MORE THAN 80 MILLION COPIES SOLD Nominated as one of America’s best-loved novels by PBS’s The Great American Read While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter. Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever.",Fiction,fiction,http://books.google.com/books/content?id=ohZ1wcYifLsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,2775.0,2003,522.0,155,21,0.0011,0.0031,0.0118,0.034,0.93,0.0107,0.0094,"surprise,fear"
9780385508476,The Diary of Anne Frank,Anne Frank,Diary of the adolescent Jewish girl who ultimately perished in the Nazi death camps.,History,history,http://books.google.com/books/content?id=tgnUAiIWBGAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,363.0,2003,851.0,14,21,0.0025,0.23,0.0257,0.0803,0.0054,0.5729,0.0832,"disgust,sadness"
9780385603102,House of Leaves,Mark Z. Danielewski,"Johnny Truant wild and troubled sometime employee in a LA tattoo parlour, finds a notebook kept by Zampano, a reclusive old man found dead in a cluttered apartment. Herein is the heavily annotated story of the Navidson Report. Will Navidson, a photojournalist, and his family move into a new house. What happens next is recorded on videotapes and in interviews. Now the Navidsons are household names. Zampano, writing on loose sheets, stained napkins, crammed notebooks, has compiled what must be the definitive work on the events on Ash Tree Lane. But Johnny Truant has never heard of the Navidson Record. Nor has anyone else he knows. And the more he reads about Will Navidson's house, the more frightened he becomes. Paranoia besets him. The worst part is that he can't just dismiss the notebook as the ramblings of a crazy old man. He's starting to notice things changing around him . . . Immensely imaginative. Impossible to put down. Impossible to forget. House of Leavesis thrilling, terrifying and unlike anything you have ever read before.",Experimental fiction,experimental fiction,http://books.google.com/books/content?id=-ndjtDlVIKsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12,90180.0,2000,705.0,175,24,0.0011,0.0022,0.0056,0.9674,0.0078,0.0082,0.0078,"fear,disgust"
9780385604833,Walk about,Bill Bryson,"Combined in one volume are Bryson's Down Under, an account of his memorable walk across Australia, and A Walk in the Woods, that tells of his lengthy stroll along the longest continuous footpath in the world - The Appalachian Trail, with his old friend Stephen Katz. The Trail stretches along the East Coast of the United States, from Georgia to Maine, through some of the most arresting and celebrated landscapes in America - the Smoky Mountains, Shenandoah National Park, the Berkshire Hills of Massachusetts and the Great North Woods of Main.",Travel,travel,http://books.google.com/books/content?id=BAptri_qXXwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,2236.0,2002,543.0,91,22,0.2146,0.0066,0.0103,0.0407,0.1551,0.0122,0.5607,"neutral,joy"
9780385607018,The French Kitchen,Joanne Harris;Fran Warde,"Joanne Harris's bestselling novels, Chocolat, Blackberry Wine and Five-Quarters of the Orange, are affectionately known as her culinary trilogy. In them, Joanne Harris whets our appetites with some tantalisingly delicious recipes taken from her own grandmere's recipe book. For, like Framboise, the heroine of Five-Quarters of the Orange, Joanne has family recipes which have been passed down through the generations and which she shares with us now in a mouth-watering celebration of French cuisine. From pumkin soup to Moules Mariniere, from Tarte aux cassis to Fouace Aveyronnaise (Grandmother's festival loaf), and taking in salads, starters, fish, poultry and plenty more along the way, these are simple and stylish recipes from the heart of the French family kitchen. Illustrated with stunning integrated photographs and complemented by anecdotes from her family, past and present, The French Kitchen will be a must-have cookbook for all lovers of food and France.","Cooking, French","cooking, french",http://books.google.com/books/content?id=YYLqAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,35.0,2003,256.0,147,21,0.4215,0.0036,0.0047,0.0021,0.0152,0.0149,0.5381,"neutral,joy"
9780385609371,Where's My Cow?,Terry Pratchett,Sam Vimes tries a variation on the usual bedtime story he shares with his son.,Children's stories,children's stories,http://books.google.com/books/content?id=SDwIk0bNF1IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,8871.0,2005,32.0,15,19,0.024,0.0158,0.0049,0.001,0.0144,0.0121,0.9278,"neutral,joy"
9780385720106,A Map of the World,Jane Hamilton,"While under the care of Alice Goodwin, a neighbor's child drowns in the Goodwins' pond, a devastating accident that has profound repercussions for the entire Goodwin family, in a story set in a small Midwestern farm town",Fiction,fiction,http://books.google.com/books/content?id=HR8jzY5t06kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,67012.0,1995,400.0,37,29,0.0032,0.8328,0.007,0.0894,0.037,0.0166,0.014,"sadness,fear"
9780385720977,Willful Creatures,Aimee Bender,"A collection of all original stories presents tales of love, heartbreak, sex, adversity, and potato babies.",Fiction,fiction,http://books.google.com/books/content?id=d5k3mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,4119.0,2006,208.0,16,18,0.0115,0.9161,0.0022,0.0049,0.0106,0.0047,0.05,"sadness,neutral"
9780385721004,The Complete Fiction of Nella Larsen,Nella Larsen,"Gathers three stories and two novels by Larsen, an influential writer of the Harlem Renaissance, and briefly describes her background.",Fiction,fiction,http://books.google.com/books/content?id=ls1jAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12,774.0,2001,278.0,20,23,0.0436,0.0146,0.0041,0.0017,0.0164,0.0152,0.9043,"neutral,joy"
9780385721059,Good Faith,Jane Smiley,"Emerging from an ugly divorce in the early 1980s, real estate salesman Joe Stratford is reluctant to join his friend Marcus in a get-rich-quick scheme and wonders about the advances of a free-spirited married woman. By the Pulitzer Prize-winning author of A Thousand Acres. Reader's Guide available. Reprint. 100,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=5xf0lEBVpn8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.25,1807.0,2004,432.0,51,20,0.0217,0.0427,0.0075,0.6389,0.0063,0.0685,0.2144,"fear,neutral"
9780385721677,Oryx and Crake,Margaret Atwood,A novel of the future explores a world that has been devastated by ecological and scientific disasters.,Fiction,fiction,http://books.google.com/books/content?id=lSysmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,176663.0,2004,389.0,17,20,0.0038,0.4602,0.0261,0.1235,0.0071,0.2801,0.0993,"sadness,disgust"
9780385721790,Atonement,Ian McEwan,"In 1935 England, thirteen-year-old Briony Tallis witnesses an event involving her sister Cecilia and her childhood friend Robbie Turner, and she becomes the victim of her own imagination, which leads her on a lifelong search for truth and absolution.",Fiction,fiction,http://books.google.com/books/content?id=vZy0xrEHJRUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89,379336.0,2003,351.0,39,21,0.0044,0.0577,0.0751,0.0657,0.0121,0.5771,0.2078,"disgust,neutral"
9780385721875,The Age of Grief,Jane Smiley,"The luminous novella and stories in The Age of Grief explore the vicissitudes of love, friendship, and marriage with all the compassion and insight that have come to be expected from Jane Smiley, the Pulitzer Prize—winning author of A Thousand Acres. In “The Pleasure of Her Company,” a lonely, single woman befriends the married couple next door, hoping to learn the secret of their happiness. In “Long Distance,” a man finds himself relieved of the obligation to continue an affair that is no longer compelling to him, only to be waylaid by the guilt he feels at his easy escape. And in the incandescently wise and moving title novella, a dentist, aware that his wife has fallen in love with someone else, must comfort her when she is spurned, while maintaining the secret of his own complicated sorrow. Beautifully written, with a wry intelligence and a lively comic touch, The Age of Grief captures moments of great intimacy with grace, clarity, and indelible emotional power.",Fiction,fiction,http://books.google.com/books/content?id=uJNpAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,1341.0,2002,224.0,165,22,0.0907,0.8498,0.0052,0.0016,0.0033,0.0176,0.0318,"sadness,joy"
9780385721912,Man Walks Into a Room,Nicole Krauss,"Found wandering in the desert outside of Las Vegas, Samson Greene, a thirty-six-year-old Columbia University English professor, is discovered to have a brain tumor, but when surgery removes the tumor, leaving him with no recollection of his life after the age of twelve, he finds himself struggling to deal with a life, and a wife, he no longer recognizes. A first novel. Reprint. 12,500 first printing.",Fiction,fiction,http://books.google.com/books/content?id=NZVBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.33,5322.0,2003,248.0,66,21,0.0058,0.5537,0.0062,0.3218,0.0312,0.0411,0.0402,"sadness,fear"
9780385722162,In the Beginning,Alister E. McGrath,"The author of The Journey traces the origins and history of the world's most familiar translation of the Bible; discusses the political, religious, and technological forces that prompted its creation; and assesses the influence of the King James Bible on literature, religious belief, and more. Reprint. 25,000 first printing.",Religion,religion,http://books.google.com/books/content?id=WEmMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,491.0,2002,354.0,49,22,0.0321,0.004,0.0059,0.0031,0.022,0.0069,0.926,"neutral,joy"
9780385722438,Ella Minnow Pea,Mark Dunn,Recounts what happens when the citizens of an island must rely on all their ingenuity to communicate in an increasingly limited language when the goverment progressively bans letters from the alphabet.,Fiction,fiction,http://books.google.com/books/content?id=6dVAWepvs1kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85,22865.0,2001,208.0,31,23,0.0015,0.0155,0.039,0.0104,0.0591,0.0965,0.7782,"neutral,disgust"
9780385729369,Forever in Blue,Ann Brashares,"As their lives take them in different directions, Lena, Tibby, Carmen, and Bridget discover many more things about themselves and the importance of their relationship with each other.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=nLoceIYxrA4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,60767.0,2007,384.0,28,17,0.0184,0.0072,0.0094,0.011,0.0254,0.0088,0.9198,"neutral,surprise"
9780385731058,The Second Summer of the Sisterhood,Ann Brashares,"When teenager Carmen and her three friends discover that a pair of worn jeans from a thrift shop provides an uncanny fit for all four of them, they decide to form a sisterhood, with the pants as the symbolic bond of friendship among them, and embark on asweet-sixteen summer.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=I7FXN7AMRTAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,72687.0,2004,373.0,49,20,0.4977,0.014,0.0079,0.0555,0.1214,0.014,0.2893,"joy,neutral"
9780385731829,Frogs and French Kisses,Sarah Mlynowski,"Love spells run amok in New York City when high school freshman Rachel Weinstein asks her younger sister, who is a witch, for magical help in winning the affection of heartthrob Raf Kosravi.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=AeSkiXoPJDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,4827.0,2006,288.0,33,18,0.007,0.0318,0.0316,0.6625,0.0214,0.0647,0.181,"fear,neutral"
9780385731843,Bras & Broomsticks,Sarah Mlynowski,"Living in New York City with her mother and her younger sister, Miri, fourteen-year-old Rachel tries to persuade Miri, who has recently become a witch, to help her become popular at school and to try to stop their divorced father's wedding.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=gUOWBUjW7hUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,8615.0,2005,310.0,41,19,0.0568,0.0631,0.1757,0.0948,0.0064,0.4104,0.1928,"disgust,neutral"
9780385732338,Cuba 15,Nancy Osa,"Violet Paz, a Chicago high school student, reluctantly prepares for her upcoming ""quince,"" a Spanish nickname for the celebration of an Hispanic girl's fifteenth birthday.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=D1ObABVE20EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.45,1028.0,2005,304.0,25,19,0.1246,0.0335,0.0186,0.0606,0.0038,0.1018,0.6572,"neutral,joy"
9780385732536,Messenger,Lois Lowry,"In this novel that unites characters from ""The Giver"" and ""Gathering Blue,"" Matty, a young member of a utopian community that values honesty, conceals an emerging healing power that he cannot explain or understand.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=0biAXvNaRZUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91,89571.0,2004,169.0,34,20,0.0409,0.0094,0.0107,0.0026,0.0099,0.137,0.7894,"neutral,disgust"
9780385732550,The Giver,Lois Lowry,"At the age of twelve, Jonas, a young boy from a seemingly utopian, futuristic world, is singled out to receive special training from The Giver, who alone holds the memories of the true joys and pain of life. An ALA Notable Book for Children & Newbery Medal Winner. Reissue.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=oZRlYDfxXpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12,1464909.0,2006,208.0,49,18,0.763,0.0583,0.0041,0.0092,0.0383,0.0041,0.123,"joy,neutral"
9780385732567,Gathering Blue,Lois Lowry,"Lame and suddenly orphaned, Kira is mysteriously removed from her squalid village to live in the palatial Council Edifice, where she is expected to use her gifts as a weaver to do the bidding of the all-powerful Guardians.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=3oUhi1ZlK6oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,127855.0,2006,240.0,38,18,0.0054,0.2335,0.0138,0.3812,0.3128,0.012,0.0413,"fear,surprise"
9780385732598,Code Orange,Caroline B. Cooney,"While conducting research for a school paper on smallpox, Mitty finds an envelope containing 100-year-old smallpox scabs and fears that he has infected himself and all of New York City.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=anyPQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64,5732.0,2005,200.0,30,19,0.0031,0.0182,0.0205,0.593,0.02,0.0943,0.2508,"fear,neutral"
9780385732918,King Dork,Frank Portman,"High school loser Tom Henderson discovers that ""The Catcher in the Rye"" may hold the clues to the many mysteries in his life.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=7QL8ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.56,6312.0,2006,344.0,23,18,0.0746,0.0675,0.0114,0.0596,0.0306,0.0081,0.7482,"neutral,joy"
9780385733205,Anatomy of a Boyfriend,Daria Snadowsky,"In her last semester at a private school in Fort Myers, Florida, seventeen-year-old Dom finds her life transformed by her first boyfriend, Wes, a track star at the public school her best friend attends.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=6Cv-2d_IH3AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.41,4457.0,2007,259.0,34,17,0.3231,0.0941,0.0259,0.3261,0.0363,0.1432,0.0512,"fear,joy"
9780385733878,Spells and Sleeping Bags,Sarah Mlynowski,"Rachel and her younger sister, both witches, spend the summer at Camp Wood Lake, where Rachel tries to have a normal camp experience while surreptitiously honing her newly discovered talents.",Juvenile Fiction,juvenile fiction,http://books.google.com/books/content?id=Chfiqp3oF-oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,4329.0,2007,324.0,30,17,0.4606,0.0172,0.0129,0.0019,0.0055,0.0357,0.4661,"neutral,joy"
9780387987200,Leaps of Faith,Nicholas Humphrey,"""Elegant and literate"" -THE TIMES OF LONDON ""The kind of book that both skeptics and believers would do well to read""- SKEPTICAL INQUIRER ""An urbane, original, convincing rebuttal of paranormal and supernatural notions"" -NEW SCIENTIST ""A lively, entertaining book... Humphrey has set himself a larger task than simply explaining why people believe in parapsychology: the task of explaining why it is irrational to believe in it.""-NATURE",Medical,medical,http://books.google.com/books/content?id=V-9-IJizEcUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.76,20.0,1999,244.0,66,25,0.935,0.0035,0.0046,0.0029,0.0071,0.0097,0.0372,"joy,neutral"
9780393002034,Three Greek Plays,Unknown,Three classic Greek tragedies are translated and critically introduced by Edith Hamilton.,Drama,drama,http://books.google.com/books/content?id=wEFfze3L7mgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,76.0,1958,240.0,12,66,0.352,0.0061,0.0039,0.0021,0.0318,0.004,0.6002,"neutral,joy"
9780393002317,The Echo of Greece,Edith Hamilton,"Tells of Greek life during the 4th century, the type of men it produced, and important events which took place",History,history,http://books.google.com/books/content?id=q9UHkzzqw3QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,28.0,1957,224.0,20,67,0.0079,0.0168,0.0074,0.0366,0.0335,0.0699,0.8279,"neutral,disgust"
9780393011838,What Einstein Told His Cook,Robert L. Wolke;Marlene Parrish,"The chemistry professor columnist for the Washington Post's ""Food 101"" presents layperson explanations of kitchen mysteries involving food types, temperature, cooking equipment, and food myths. 30,000 first printing.",Cooking,cooking,http://books.google.com/books/content?id=6Hbbf5WD1h4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85,3058.0,2002,320.0,28,22,0.0106,0.0036,0.0052,0.0038,0.0622,0.0031,0.9115,"neutral,surprise"
9780393020397,The Annotated Huckleberry Finn,Mark Twain,"Reproductions of the original illustrations from the 1885 first edition highlight a new edition, featuring detailed annotations on the text and the era, of Twain's story about a boy and a runaway slave who travel down the Misssippi.",Fiction,fiction,http://books.google.com/books/content?id=k5e3TSKRsWUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,181.0,2001,656.0,38,23,0.0178,0.0041,0.0044,0.0017,0.0156,0.0073,0.9491,"neutral,joy"
9780393040586,The Confident Child,T. E. Apter,"Focusing on children from age five to fifteen, the author shows parents how to help their children acquire self-esteem, problem-solving ability, social skills, and emotional control, and how to detect dangers to self-esteem during adolescence.",Family & Relationships,family & relationships,http://books.google.com/books/content?id=stxpQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62,13.0,1997,270.0,35,27,0.0231,0.0125,0.0131,0.1169,0.0058,0.0153,0.8133,"neutral,fear"
9780393048858,The Complete Plays,Anton Pavlovich Chekhov,"A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",Drama,drama,http://books.google.com/books/content?id=Rc8brgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.49,215.0,2006,1060.0,30,18,0.836,0.0042,0.0037,0.0008,0.0481,0.0039,0.1034,"joy,neutral"
9780393050578,Will in the World,Stephen Greenblatt;Stephen Jay Greenblatt,"A portrait of Elizabethan England and how it contributed to the making of William Shakespeare discusses how he moved to London lacking money, connections, and a formal education; started a family; attempted to forge his career in the competitive theater world; grappled with dangerous religious and political forces; and rose to became his age's foremost playwright. 100,000 first printing.",Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=S6RkYWZdCn0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,410.0,2004,430.0,59,20,0.0441,0.0237,0.0754,0.6896,0.0358,0.0215,0.1099,"fear,neutral"
9780393051582,The Annotated Christmas Carol,Charles Dickens,"Presents the original text of ""A Christmas Carol"" along with annotations, illustrations, and information about the work.",Fiction,fiction,http://books.google.com/books/content?id=k1fRwfQydVoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,251.0,2004,266.0,17,20,0.0966,0.0063,0.004,0.001,0.019,0.0048,0.8682,"neutral,joy"
9780393057249,Trainspotting,Irvine Welsh,"Brace yourself, America, for Irvine Welsh's Trainspotting—the novel and the film that became the cult sensations of Britain. Trainspotting is the novel that first launched Irvine Welsh's spectacular career—an authentic, unrelenting, and strangely exhilarating episodic group portrait of blasted lives. It accomplished for its own time and place what Hubert Selby, Jr.'s Last Exit to Brooklyn did for his. Rents, Sick Boy, Mother Superior, Swanney, Spuds, and Seeker are as unforgettable a clutch of junkies, rude boys, and psychos as readers will ever encounter. Trainspotting was made into the 1996 cult film starring Ewan MacGregor and directed by Danny Boyle (A Shallow Grave).",Fiction,fiction,http://books.google.com/books/content?id=tDsmsXeVZyQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,518.0,2002,340.0,103,22,0.7929,0.0035,0.0078,0.0174,0.0294,0.0054,0.1436,"joy,neutral"
9780393057799,Redemption,Steven G. Kellman,"Draws on FBI files and interviews with family and friends to offer a portrait of the twentieth-century American literary icon, from his incest-marked childhood on the Jewish Lower East Side through his later years in New Mexico.",Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=z47KmpWe4GsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,9.0,2005,384.0,37,19,0.0162,0.0347,0.0074,0.0167,0.0073,0.1471,0.7707,"neutral,disgust"
